"","Categorie","Forme","Gender","Marque","Material Fond","Material Front","Structure","Taille","Taille Temple","year"
"1267","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1268","Lunettes de Soleil","ROUND / OVAL","MAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1269","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1270","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1271","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1272","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1273","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1274","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1275","Lunettes Optiques","RECTANGULAR / SQUARE","UNISEX AD","TOMMY HILFIGER","POLYAMIDE INJ RUBBER","METAL (M)","FULL-RIM",50,140,2017
"1276","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1277","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1278","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1279","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1280","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1281","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1282","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1283","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1284","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2017
"1285","Lunettes Optiques","CAT-EYE","WOMAN","TOMMY HILFIGER","METAL","ACETATE","FULL-RIM",52,140,2017
"1286","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","POLYAMIDE INJ RUBBER","CELLULOSE P.INJ","FULL-RIM",55,145,2017
"1287","Lunettes Optiques","ROUND / OVAL","UNISEX AD","TOMMY HILFIGER","METAL","STEEL","FULL-RIM",47,145,2018
"1288","Lunettes de Soleil","AVIATNAVI","UNISEX AD","TOMMY HILFIGER","METAL","METAL","FULL-RIM",60,145,2017
"1289","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1290","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1291","Lunettes de Soleil","ROUND / OVAL","UNISEX AD","TOMMY HILFIGER","STEEL","ACETATE","FULL-RIM",47,145,2018
"1292","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1293","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1294","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1295","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1296","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1297","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1298","Lunettes de Soleil","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1299","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1300","Lunettes de Soleil","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1301","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1302","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1303","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1304","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1305","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1306","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1307","Lunettes Optiques","MULTISHAPE","UNISEX AD","TOMMY HILFIGER","STEEL","STEEL","FULL-RIM",47,145,2018
"1308","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","TOMMY HILFIGER","METAL","ACETATE","FULL-RIM",49,140,2018
"1309","Lunettes Optiques","SQUARE","WOMAN","TOMMY HILFIGER","METAL","METAL","FULL-RIM",53,140,2018
"1310","Lunettes Optiques","SQUARE","WOMAN","TOMMY HILFIGER","METAL","METAL","FULL-RIM",53,140,2018
"1311","Lunettes Optiques","SQUARE","WOMAN","TOMMY HILFIGER","LONG TIP CELL.P.INJ","METAL (M)","FULL-RIM",53,140,2018
"1312","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","METAL","CELLULOSE P.INJ","FULL-RIM",53,140,2018
"1313","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1314","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1315","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","METAL","FULL-RIM",55,140,2018
"1316","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1317","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","ACETATE","FULL-RIM",55,140,2018
"1318","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1319","Lunettes Optiques","ROUND / OVAL","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1320","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1321","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1322","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1323","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1324","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1325","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1326","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1327","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1328","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1329","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1330","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1331","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1332","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","METAL","POLYAMIDE INJ","FULL-RIM",55,145,2018
"1333","Lunettes de Soleil","AVIATNAVI","MAN","TOMMY HILFIGER","METAL","STEEL","FULL-RIM",59,145,2018
"1334","Lunettes de Soleil","AVIATNAVI","MAN","TOMMY HILFIGER","METAL","STEEL","FULL-RIM",59,145,2018
"1335","Lunettes de Soleil","PANTHOS ( TEA CUP )","UNISEX AD","TOMMY HILFIGER","METAL","STEEL","FULL-RIM",52,145,2018
"1336","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1337","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1338","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1339","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1340","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1341","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1342","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1343","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1344","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1345","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1346","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1347","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1348","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1349","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1350","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1351","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1352","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1353","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1354","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1355","Lunettes Optiques","PANTHOS ( TEA CUP )","MAN","TOMMY HILFIGER","ACETATE","LIGHT ACETATE","FULL-RIM",49,145,2019
"1356","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","TOMMY HILFIGER","LONG TIP CELL.P.INJ","METAL (M)","FULL-RIM",54,145,2019
"1357","Lunettes Optiques","MULTISHAPE","MAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",50,140,2018
"1358","Lunettes Optiques","AVIATNAVI","WOMAN","TOMMY HILFIGER","STEEL","METAL","RIMLESS",99,145,2016
"1359","Lunettes Optiques","CAT-EYE","WOMAN","TOMMY HILFIGER","ACETATE","ACETATE","FULL-RIM",52,140,2019
"1360","Lunettes de Soleil","ROUND / OVAL","WOMAN","TOMMY HILFIGER","STEEL","METAL","RIMLESS",99,145,2016
"1361","Lunettes de Soleil","ROUND / OVAL","WOMAN","TOMMY HILFIGER","STEEL","METAL","RIMLESS",99,145,2016
"1362","Lunettes de Soleil","ROUND / OVAL","WOMAN","TOMMY HILFIGER","STEEL","METAL","RIMLESS",99,145,2016
